Custid,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,StorePurchase,Recomendation,Credit_Card
10863,79,10,47.84,42,18,25,7,9,59,41,4,
10867,20,9,36.4,57,0,30,8,4,53,47,3,
10868,42,33,1394.64,73,2,20,3,2,42,58,5,
10875,99,37,1659.84,47,11,29,2,11,21,79,5,
10878,45,15,357.76,41,0,35,4,20,36,64,4,No
10880,84,11,50.96,35,17,29,15,4,61,39,4,
10892,84,14,195.52,70,6,20,1,3,55,45,4,
10893,65,8,56.16,19,11,53,15,3,63,37,2,
10898,5,9,68.64,78,1,18,2,1,56,44,3,
10901,100,34,1670.24,43,6,44,2,4,12,88,5,
10903,21,21,513.76,83,0,12,3,2,48,52,4,
10904,402,9,19.76,66,2,23,5,3,66,34,4,
10910,43,32,1252.16,34,12,30,11,13,38,62,5,
10911,90,46,2446.08,66,2,26,3,4,11,89,4,
10914,51,28,998.4,50,9,26,6,9,28,72,5,
10918,71,20,744.64,67,5,25,3,1,27,73,3,
10922,84,35,1659.84,23,7,41,29,0,14,86,6,
10923,69,13,195.52,72,1,22,4,1,46,54,3,
10925,22,12,126.88,4,58,9,23,6,58,42,4,
10926,56,30,1126.32,58,5,26,5,5,44,56,6,
10928,24,18,448.24,42,7,42,7,2,37,63,4,
10930,89,10,52,80,2,15,2,1,58,42,4,
10932,61,9,39.52,20,5,66,2,7,52,48,4,
10937,86,13,188.24,81,2,15,1,1,45,55,3,
10942,80,7,35.36,70,0,26,2,2,57,43,2,
10948,84,43,2124.72,20,3,53,18,6,14,86,4,Yes
10951,62,8,58.24,39,5,34,12,10,39,61,3,
10952,8,11,57.2,21,10,41,18,10,71,29,2,
10956,403,8,16.64,89,0,9,1,1,59,41,2,
10963,42,27,1056.64,71,0,15,9,5,30,70,6,
10965,25,32,1318.72,63,6,26,0,4,31,69,6,
10973,12,19,624,21,7,50,15,7,23,77,3,
10975,38,26,1069.12,44,2,50,1,3,16,84,5,
10977,79,30,1116.96,68,2,17,5,8,54,46,4,
10984,97,12,159.12,89,1,8,0,2,61,39,4,
10986,80,13,195.52,6,19,29,0,46,47,53,2,
10989,41,10,47.84,11,40,24,22,2,59,41,3,
10991,36,46,2320.24,32,4,47,9,8,22,78,6,
10993,1,25,870.48,56,8,27,8,1,47,53,4,
10994,1,28,931.84,68,5,21,3,4,55,45,5,
10997,75,38,1734.72,61,2,25,5,6,45,55,5,
